DemVotes,RepVotes,TotalVotes,DemVotesTotalPercent,RepVotesTotalPercent,Area,Office,State
64733,26378,96676,66.9587074,27.2849518,MONTEREY,President,California
26161,11946,40393,64.7661724,29.5744312,NAPA,President,California
16199,14686,33258,48.707078,44.1577966,NEVADA,President,California
556544,472669,1092116,50.9601544,43.2801094,ORANGE,President,California
61969,78977,150532,41.1666622,52.4652566,PLACER,President,California
3224,5079,8830,36.5118913,57.5198188,PLUMAS,President,California
339145,309514,683612,49.6107441,45.2762678,RIVERSIDE,President,California
273768,163024,467526,58.5567434,34.8695046,SACRAMENTO,President,California
10050,6471,17572,57.193262,36.8256317,SAN BENITO,President,California
312517,253962,598783,52.1920295,42.4130278,SAN BERNARDINO,President,California
567243,386807,1011651,56.0710166,38.2352214,SAN DIEGO,President,California
312443,34493,365295,85.5316936,9.4425054,SAN FRANCISCO,President,California
89791,68316,166647,53.880958,40.9944373,SAN JOAQUIN,President,California
63001,52672,124575,50.5727473,42.2813566,SAN LUIS OBISPO,President,California
219580,53731,287499,76.3759178,18.6891085,SAN MATEO,President,California
100120,53740,164224,60.9655105,32.723597,SANTA BARBARA,President,California
483472,137452,659148,73.348019,20.8529799,SANTA CLARA,President,California
85185,20158,113509,75.0469126,17.7589442,SANTA CRUZ,President,California
20471,47587,72554,28.2148469,65.5883893,SHASTA,President,California
601,1048,1804,33.3148559,58.0931264,SIERRA,President,California
7106,11212,19836,35.8237548,56.5234926,SISKIYOU,President,California
97159,49595,156067,62.2546727,31.7780184,SOLANO,President,California
116027,37421,164060,70.7222967,22.809338,SONOMA,President,California
73939,72960,156141,47.3539941,46.7269968,STANISLAUS,President,California
11831,16780,30429,38.880673,55.1447632,SUTTER,President,California
6571,14981,22875,28.7256831,65.4907104,TEHAMA,President,California
1876,2409,4716,39.7794741,51.0814249,TRINITY,President,California
39099,50488,94571,41.3435408,53.3863447,TULARE,President,California
8580,13486,23472,36.5541922,57.4556919,TUOLUMNE,President,California
170489,118764,307881,55.3749663,38.5746441,VENTURA,President,California
34460,13178,50623,68.0718251,26.0316457,YOLO,President,California
7234,12313,21058,34.3527401,58.4718397,YUBA,President,California
86471,73807,175125,49.3767309,42.1453248,ADAMS,President,Colorado
3168,3031,6897,45.9330144,43.9466435,ALAMOSA,President,Colorado
148365,109638,281658,52.6755853,38.9259314,ARAPAHOE,President,Colorado
2489,4234,7290,34.1426612,58.079561,ARCHULETA,President,Colorado
278,1716,2107,13.1941149,81.4428097,BACA,President,Colorado
581,1166,1892,30.7082452,61.627907,BENT,President,Colorado
124715,38766,176735,70.5661018,21.9345348,BOULDER,President,Colorado
19530,14272,37342,52.3003588,38.219699,BROOMFIELD,President,Colorado
4773,5283,10999,43.3948541,48.0316392,CHAFFEE,President,Colorado
127,905,1076,11.802974,84.1078067,CHEYENNE,President,Colorado
2585,2426,5532,46.7281273,43.8539407,CLEAR CREEK,President,Colorado
1753,1885,3970,44.1561713,47.4811083,CONEJOS,President,Colorado
1109,581,1820,60.9340659,31.9230769,COSTILLA,President,Colorado
336,1069,1511,22.2369292,70.7478491,CROWLEY,President,Colorado
797,2059,3064,26.0117493,67.1997389,CUSTER,President,Colorado
4048,11584,16661,24.2962607,69.5276394,DELTA,President,Colorado
174611,43637,232291,75.1690767,18.7854889,DENVER,President,Colorado
227,936,1230,18.4552846,76.097561,DOLORES,President,Colorado
67045,100178,182918,36.6530358,54.7666167,DOUGLAS,President,Colorado
12652,8153,22611,55.9550661,36.057671,EAGLE,President,Colorado
3056,11536,15689,19.4786156,73.5292243,ELBERT,President,Colorado
105807,176506,313273,33.7746949,56.3425511,EL PASO,President,Colorado
